city,iataCode, Airport name, Location, Country,isInternational
FEW Francis E. Warren Air Force Base,FEW,Francis E. Warren Air Force Base,"Cheyenne, Wyoming",United States,
GGG East Texas Regional Airport,GGG,East Texas Regional Airport,"Longview, Texas",United States,
HAI Three Rivers Municipal Airport (Dr. Haines Flying Field),HAI,Three Rivers Municipal Airport (Dr. Haines Flying Field),"Three Rivers, Michigan",United States,
HUL Houlton International Airport,HUL,Houlton International Airport,"Houlton, Maine",United States,YES
ITQ Itaqui Airport,ITQ,Itaqui Airport,"Itaqui, Rio Grande do Sul",Brazil,
KAA Kasama Airport,KAA,Kasama Airport,Kasama,Zambia,
KMM Kimam Airport,KMM,Kimam Airport,Kimam,Indonesia,
LAP Manuel Márquez de León International Airport,LAP,Manuel Márquez de León International Airport,"La Paz, Baja California Sur",Mexico,YES
LOD Longana Airport (Ambae Airport),LOD,Longana Airport (Ambae Airport),"Longana, Ambae Island, Pénama Province",Vanuatu,
MCL McKinley NATIONAL Park Airport,MCL,McKinley NATIONAL Park Airport,"McKinley Park, Alaska",United States,
MNI John A.Osborne Airport (formerly Gerald's Airport),MNI,John A.Osborne Airport (formerly Gerald's Airport),"Montserrat, British Overseas Territories",United Kingdom,
MYM Monkey Mountain Airport,MYM,Monkey Mountain Airport,Monkey Mountain,Guyana,
OFU Ofu Airport,OFU,Ofu Airport,Ofu,American Samoa,
PIR Pierre Regional Airport,PIR,Pierre Regional Airport,"Pierre, South Dakota",United States,
QPZ Piacenza Airport,QPZ,Piacenza Airport,Piacenza,Italy,
SCB Scribner State Airport,SCB,Scribner State Airport,"Scribner, Nebraska",United States,
SSC Shaw Air Force Base,SSC,Shaw Air Force Base,"Sumter, South Carolina",United States,
TLQ Turpan Jiaohe Airport,TLQ,Turpan Jiaohe Airport,"Turpan, Xinjiang",China,
UUK Ugnu-Kuparuk Airport,UUK,Ugnu-Kuparuk Airport,"Kuparuk, Alaska",United States,
WWD Cape May Airport,WWD,Cape May Airport,"Wildwood, New Jersey",United States,
YHK Gjoa Haven Airport,YHK,Gjoa Haven Airport,"Gjoa Haven, Nunavut",Canada,
YWM Williams Harbour Airport,YWM,Williams Harbour Airport,"Williams Harbour, Newfoundland and Labrador",Canada,
XYM Falkenberg Railway Station,XYM,Falkenberg Railway Station,Falkenberg,Sweden,
AKI Akiak Airport,AKI,Akiak Airport,"Akiak, Alaska",United States,
AVU Avu Avu Airport,AVU,Avu Avu Airport,Avu Avu,Solomon Islands,
BHW Bhagatanwala Airport,BHW,Bhagatanwala Airport,Sargodha,Pakistan,
BTC Batticaloa Airport,BTC,Batticaloa Airport,Batticaloa,Sri Lanka,
CEL Cape Eleuthera Airport,CEL,Cape Eleuthera Airport,"Cape Eleuthera, Eleuthera",Bahamas,
CQM Ciudad Real Central Airport,CQM,Ciudad Real Central Airport,Ciudad Real,Spain,
DGU Dedougou Airport,DGU,Dedougou Airport,Dédougou,Burkina Faso,
EFG Efogi Airport,EFG,Efogi Airport,Efogi,Papua New Guinea,
FEZ Fes-Saïss Airport,FEZ,Fes-Saïss Airport,Fes,Morocco,
GGN Gagnoa Airport,GGN,Gagnoa Airport,Gagnoa,Côte d'Ivoire,
HAJ Hannover Airport,HAJ,Hannover Airport,"Hanover, Lower Saxony",Germany,
HUM Houma-Terrebonne Airport,HUM,Houma-Terrebonne Airport,"Houma, Louisiana",United States,
ITR Itumbiara Airport,ITR,Itumbiara Airport,"Itumbiara, Goiás",Brazil,
KAB Kariba Airport,KAB,Kariba Airport,Kariba,Zimbabwe,
KMN Kamina Air Base,KMN,Kamina Air Base,Kamina,Democratic Republic of the Congo,
LAQ La Braq Airport,LAQ,La Braq Airport,Bayda,Libya,
LOE Loei Airport,LOE,Loei Airport,Loei,Thailand,
MCM Monaco Heliport,MCM,Monaco Heliport,Fontvieille,Monaco,
MNJ Mananjary Airport,MNJ,Mananjary Airport,Mananjary,Madagascar,
MYN Mareb Airport,MYN,Mareb Airport,Mareb,Yemen,
OGA Searle Field,OGA,Searle Field,"Ogallala, Nebraska",United States,
PIS Poitiers - Biard Airport,PIS,Poitiers - Biard Airport,Poitiers,France,
QRA Rand/Germiston Airport,QRA,Rand/Germiston Airport,Johannesburg,South Africa,
SCC Deadhorse Airport,SCC,Deadhorse Airport,"Deadhorse, Alaska",United States,
SSE Solapur Airport,SSE,Solapur Airport,Sholapur (Solapur),India,
TLR Mefford Field,TLR,Mefford Field,"Tulare, California",United States,
UUS Yuzhno-Sakhalinsk Airport,UUS,Yuzhno-Sakhalinsk Airport,"Yuzhno-Sakhalinsk, Sakhalin Island",Russia,
WWP North Whale Seaplane Base,WWP,North Whale Seaplane Base,"North Whale Pass, Alaska",United States,
YHM John C. Munro Hamilton International Airport,YHM,John C. Munro Hamilton International Airport,"Hamilton, Ontario",Canada,YES
YWN Winisk Airport,YWN,Winisk Airport,"Winisk, Ontario",Canada,
XYH Helsingborg Railway Station,XYH,Helsingborg Railway Station,,Sweden,
AKJ Asahikawa Airport,AKJ,Asahikawa Airport,"Asahikawa, Hokkaido",Japan,
AVV Avalon Airport,AVV,Avalon Airport,"Avalon, Victoria",Australia,
BHX Birmingham Airport,BHX,Birmingham Airport,"Birmingham, England",United Kingdom,
BTD Brunette Downs Airport,BTD,Brunette Downs Airport,"Brunette Downs, Northern Territory",Australia,
CEM Central Airport,CEM,Central Airport,"Central, Alaska",United States,
CQP Cape Flattery Airport,CQP,Cape Flattery Airport,"Cape Flattery, Queensland",Australia,
DGW Converse County Airport,DGW,Converse County Airport,"Douglas, Wyoming",United States,
EFK Newport State Airport,EFK,Newport State Airport,"Newport, Vermont",United States,
FFA First Flight Airport,FFA,First Flight Airport,"Kill Devil Hills, North Carolina",United States,
GGO Guiglo Airport,GGO,Guiglo Airport,Guiglo,Côte d'Ivoire,
HAK Haikou Meilan International Airport,HAK,Haikou Meilan International Airport,"Haikou, Hainan",China,YES
HUN Hualien Airport,HUN,Hualien Airport,"Hualien, Taiwan",China,
IUD Al Udeid Air Base,IUD,Al Udeid Air Base,Doha,Qatar,
KAC Kamishly Airport,KAC,Kamishly Airport,"Kamishly (Kameshli, Qamishli)",Syria,
KMO Manokotak Airport,KMO,Manokotak Airport,"Manokotak, Alaska",United States,
LAR Laramie Regional Airport,LAR,Laramie Regional Airport,"Laramie, Wyoming",United States,
LOF Loen Airport,LOF,Loen Airport,Loen,Marshall Islands,
MCN Middle Georgia Regional Airport,MCN,Middle Georgia Regional Airport,"Macon, Georgia",United States,
MNK Maiana Airport,MNK,Maiana Airport,Maiana,Kiribati,
MYO Camballin Airport,MYO,Camballin Airport,"Myroodah Station, Western Australia",Australia,
OGB Orangeburg Municipal Airport,OGB,Orangeburg Municipal Airport,"Orangeburg, South Carolina",United States,
PIT Pittsburgh International Airport,PIT,Pittsburgh International Airport,"Findlay, Pennsylvania",United States,YES
QRO Querétaro International Airport,QRO,Querétaro International Airport,Querétaro,Mexico,YES
SCD Sulaco Airport,SCD,Sulaco Airport,Sulaco,Honduras,
SSF Stinson Municipal Airport,SSF,Stinson Municipal Airport,"San Antonio, Texas",United States,
TLS Toulouse Blagnac International Airport,TLS,Toulouse Blagnac International Airport,Toulouse,France,YES
UUU Manumu Airport,UUU,Manumu Airport,Manumu,Papua New Guinea,
WWR West Woodward Airport,WWR,West Woodward Airport,"Woodward, Oklahoma",United States,
YHN Hornepayne Municipal Airport,YHN,Hornepayne Municipal Airport,"Hornepayne, Ontario",Canada,
YWP Webequie Airport,YWP,Webequie Airport,"Webequie, Ontario",Canada,
XYJ Praha-Holešovice,XYJ,Praha-Holešovice,Prague,Czech Republic,
AKK Akhiok Airport,AKK,Akhiok Airport,"Akhiok, Alaska",United States,
AVW Marana Regional Airport,AVW,Marana Regional Airport,"Tucson, Arizona",United States,
BHY Beihai Airport,BHY,Beihai Airport,"Beihai, Guangxi",China,
BTE Sherbro International Airport,BTE,Sherbro International Airport,Bonthe,Sierra Leone,YES
CEN Ciudad Obregón International Airport,CEN,Ciudad Obregón International Airport,"Ciudad Obregón, Sonora",Mexico,YES
CQS Costa Marques Airport,CQS,Costa Marques Airport,"Costa Marques, Rondônia",Brazil,
DGX MOD St Athan,DGX,MOD St Athan,"St Athan, Wales",United Kingdom,
EFL Argostolion Airport,EFL,Argostolion Airport,Kefallinia Island,Greece,
FFD RAF Fairford,FFD,RAF Fairford,"Fairford, England",United Kingdom,
GGR Garoe Airport,GGR,Garoe Airport,Garoe,Somalia,
HAL Halali Airport,HAL,Halali Airport,Halali,Namibia,
HUQ Hun Airport,HUQ,Hun Airport,Hun,Libya,
IUE Hanan International Airport,IUE,Hanan International Airport,Alofi,Niue,YES
KAD Kaduna Airport,KAD,Kaduna Airport,Kaduna,Nigeria,
KMP Keetmanshoop Airport,KMP,Keetmanshoop Airport,Keetmanshoop,Namibia,
LAS McCarran International Airport,LAS,McCarran International Airport,"Las Vegas, Nevada",United States,YES
LOH Camilo Ponce Enriquez Airport,LOH,Camilo Ponce Enriquez Airport,Loja,Ecuador,
MCO Orlando International Airport,MCO,Orlando International Airport,"Orlando, Florida",United States,YES
MNL Ninoy Aquino International Airport / Villamor Airbase,MNL,Ninoy Aquino International Airport / Villamor Airbase,Metro Manila,Philippines,YES
MYP Mary Airport,MYP,Mary Airport,Mary,Turkmenistan,
OGD Ogden-Hinckley Airport,OGD,Ogden-Hinckley Airport,"Ogden, Utah",United States,
PIU Piura Airport,PIU,Piura Airport,Piura,Peru,
QRV Arras - Roclincourt Airport,QRV,Arras - Roclincourt Airport,Arras / Roclincourt,France,
SCE University Park Airport,SCE,University Park Airport,"State College, Pennsylvania",United States,
SSG Malabo International Airport (Saint Isabel Airport),SSG,Malabo International Airport (Saint Isabel Airport),"Malabo, Equatorial ",Guinea,YES
TLT Tuluksak Airport,TLT,Tuluksak Airport,"Tuluksak, Alaska",United States,
UVA Garner Field,UVA,Garner Field,"Uvalde, Texas",United States,
WWT Newtok Airport,WWT,Newtok Airport,"Newtok, Alaska",United States,
YHO Hopedale Airport,YHO,Hopedale Airport,"Hopedale, Labrador",Canada,
YWR White River Airport,YWR,White River Airport,"White River, Ontario",Canada,
XYL Gare de Lyon-Perrache Railway Station,XYL,Gare de Lyon-Perrache Railway Station,Lyon,France,
AKL Auckland Airport,AKL,Auckland Airport,Mangere,New Zealand,
AWA Awasa Airport,AWA,Awasa Airport,Awasa,Ethiopia,
BHZ All airports,BHZ,All airports,"Belo Horizonte, Minas Gerais",Brazil,
BTF Skypark Airport,BTF,Skypark Airport,"Bountiful, Utah",United States,
CEO Waco Kungo Airport,CEO,Waco Kungo Airport,Waco Kungo,Angola,
CQT Caquetania Airport,CQT,Caquetania Airport,Caquetania,Colombia,
DHA Dhahran International Airport,DHA,Dhahran International Airport,Dhahran,Saudi Arabia,YES
EFW Jefferson Municipal Airport,EFW,Jefferson Municipal Airport,"Jefferson, Iowa",United States,
FFL Fairfield Municipal Airport,FFL,Fairfield Municipal Airport,"Fairfield, Iowa",United States,
GGS Gobernador Gregores Airport,GGS,Gobernador Gregores Airport,"Gobernador Gregores, Santa Cruz",Argentina,
HAM Hamburg Airport (Fuhlsbüttel Airport),HAM,Hamburg Airport (Fuhlsbüttel Airport),Hamburg / Fuhlsbüttel,Germany,
HUS Hughes Airport,HUS,Hughes Airport,"Hughes, Alaska",United States,
IUI Innaarsuit Heliport,IUI,Innaarsuit Heliport,Innaarsuit,Greenland,
KAE Kake Airport,KAE,Kake Airport,"Kake, Alaska",United States,
KMQ Komatsu Airport (Kanazawa Airport),KMQ,Komatsu Airport (Kanazawa Airport),"Komatsu, Ishikawa",Japan,
LAU Mwana Airport,LAU,Mwana Airport,Lamu,Kenya,
LOI Helmuth Baungartem Airport,LOI,Helmuth Baungartem Airport,"Lontras, Santa Catarina",Brazil,
MCP Macapá International Airport,MCP,Macapá International Airport,"Macapá, Amapá",Brazil,YES
MNM Menominee-Marinette Twin County Airport,MNM,Menominee-Marinette Twin County Airport,"Menominee, Michigan",United States,
MYQ Mysore Airport,MYQ,Mysore Airport,Mysore,India,
OGG Kahului Airport,OGG,Kahului Airport,"Kahului, Hawaii",United States,
PIX Pico Airport,PIX,Pico Airport,"Pico Island, Azores",Portugal,
QRY Ikerasaarsuk Heliport,QRY,Ikerasaarsuk Heliport,Ikerasaarsuk,Greenland,
SCF Scottsdale Airport,SCF,Scottsdale Airport,"Scottsdale, Arizona",United States,
SSH Sharm el-Sheikh International Airport,SSH,Sharm el-Sheikh International Airport,Sharm el-Sheikh,Egypt,YES
TLV Ben Gurion International Airport,TLV,Ben Gurion International Airport,Lod,Israel,YES
UVF Hewanorra International Airport,UVF,Hewanorra International Airport,Vieux-Fort,Saint Lucia,YES
WWY West Wyalong Airport,WWY,West Wyalong Airport,"West Wyalong, New South Wales",Australia,
YHP Poplar Hill Airport,YHP,Poplar Hill Airport,"Poplar Hill, Ontario",Canada,
YWS Whistler/Green Lake Water Aerodrome,YWS,Whistler/Green Lake Water Aerodrome,"Whistler, British Columbia",Canada,
XZI Gare de Lorraine TGV,XZI,Gare de Lorraine TGV,Metz–Nancy, France,
AKM Zakouma Airport,AKM,Zakouma Airport,Zakouma,Chad,
AWB Awaba Airport,AWB,Awaba Airport,Awaba,Papua New Guinea,
BIA Bastia - Poretta Airport,BIA,Bastia - Poretta Airport,"Bastia, Corsica",France,
BTG Batangafo Airport,BTG,Batangafo Airport,Batangafo,Central African Republic,
CEP Concepción Airport,CEP,Concepción Airport,"Concepción, Santa Cruz",Bolivia,
CRA Craiova Airport,CRA,Craiova Airport,Craiova,Romania,
DHD Durham Downs Airport,DHD,Durham Downs Airport,"Durham Downs, Queensland",Australia,
EGA Engati Airport,EGA,Engati Airport,Engati,Papua New Guinea,
FFM Fergus Falls Municipal Airport (Einar Mickelson Field),FFM,Fergus Falls Municipal Airport (Einar Mickelson Field),"Fergus Falls, Minnesota",United States,
GGT Exuma International Airport,GGT,Exuma International Airport,"Moss Town, Great Exuma Island",Bahamas,YES
HAN Noi Bai International Airport,HAN,Noi Bai International Airport,Hanoi,Vietnam,YES
HUT Hutchinson Municipal Airport,HUT,Hutchinson Municipal Airport,"Hutchinson, Kansas",United States,
IUL Ilu Airport,IUL,Ilu Airport,Ilu[disambiguation needed],Indonesia,
KAF Karato Airport,KAF,Karato Airport,Karato,Papua New Guinea,
KMR Karimui Airport,KMR,Karimui Airport,Karimui,Papua New Guinea,
LAV Lalomalava Airport,LAV,Lalomalava Airport,Lalomalava,Samoa,
LOK Lodwar Airport,LOK,Lodwar Airport,Lodwar,Kenya,
MCQ Miskolc Airport,MCQ,Miskolc Airport,Miskolc,Hungary,
MNN Marion Municipal Airport,MNN,Marion Municipal Airport,"Marion, Ohio",United States,
MYR Myrtle Beach International Airport,MYR,Myrtle Beach International Airport,"Myrtle Beach, South Carolina",United States,YES
OGL Ogle Airport,OGL,Ogle Airport,Georgetown,Guyana,
PIZ POINT Lay LRRS Airport,PIZ,POINT Lay LRRS Airport,"POINT Lay, Alaska",United States,
QSA Sabadell Airport,QSA,Sabadell Airport,"Sabadell, Catalonia",Spain,
SCH Schenectady County Airport,SCH,Schenectady County Airport,"Schenectady, New York",United States,
SSI Malcolm McKinnon Airport,SSI,Malcolm McKinnon Airport,"Brunswick, Georgia",United States,
TMA Henry Tift Myers Airport,TMA,Henry Tift Myers Airport,"Tifton, Georgia",United States,
UWA Ware Airport,UWA,Ware Airport,"Ware, Massachusetts",United States,
WXF MDPGA Wethersfield,WXF,MDPGA Wethersfield,"Braintree, England",United Kingdom,
YHR Chevery Airport,YHR,Chevery Airport,"Chevery, Quebec",Canada,
YWV Wainwright Aerodrome,YWV,Wainwright Aerodrome,"Wainwright, Alberta",Canada,
XZN Gare d'Avignon TGV Railway Station,XZN,Gare d'Avignon TGV Railway Station,Avignon,France,
AKN King Salmon Airport,AKN,King Salmon Airport,"King Salmon, Alaska",United States,
AWD Aniwa Airport,AWD,Aniwa Airport,"Aniwa Island, Taféa",Vanuatu,
BIB Baidoa Airport,BIB,Baidoa Airport,Baidoa,Somalia,
BTH Hang Nadim Airport,BTH,Hang Nadim Airport,"Batam, Riau Islands, Sumatra",Indonesia,
CEQ Cannes - Mandelieu Airport,CEQ,Cannes - Mandelieu Airport,Cannes,France,
CRB Collarenebri Airport,CRB,Collarenebri Airport,"Collarenebri, New South Wales",Australia,
DHF Al Dhafra Airport,DHF,Al Dhafra Airport,Al Dhafra,United Arab Emirates,
EGC Bergerac-Roumanière Airport,EGC,Bergerac-Roumanière Airport,Bergerac,France,
FFO Wright-Patterson Air Force Base,FFO,Wright-Patterson Air Force Base,"Dayton, Ohio",United States,
GGW Glasgow Airport (Wokal Field),GGW,Glasgow Airport (Wokal Field),"Glasgow, Montana",United States,
HAO Butler County Regional Airport,HAO,Butler County Regional Airport,"Hamilton, Ohio",United States,
HUU Alférez FAP David Figueroa Fernandini Airport,HUU,Alférez FAP David Figueroa Fernandini Airport,"Huánuco, Huánuco Region",Peru,
IUM Summit Lake Airport,IUM,Summit Lake Airport,"Summit Lake, British Columbia",Canada,
KAG Gangneung Airbase,KAG,Gangneung Airbase,Kangnung (Gangneung),South Korea,
KMS Kumasi Airport,KMS,Kumasi Airport,Kumasi,Ghana,
LAW Lawton-Fort Sill Regional Airport,LAW,Lawton-Fort Sill Regional Airport,"Lawton, Oklahoma",United States,
LOL Derby Field,LOL,Derby Field,"Lovelock, Nevada",United States,
MCR Melchor de Mencos Airport,MCR,Melchor de Mencos Airport,"Melchor de Mencos, El Petén",Guatemala,
MNO Manono Airport,MNO,Manono Airport,Manono,Democratic Republic of the Congo,
MYS Moyale Airport,MYS,Moyale Airport,Moyale,Ethiopia,
OGN Yonaguni Airport,OGN,Yonaguni Airport,"Yonaguni, Okinawa",Japan,
PJB Payson Airport,PJB,Payson Airport,"Payson, Arizona",United States,
QSC São Carlos Airport,QSC,São Carlos Airport,"São Carlos, São Paulo",Brazil,
SCK Stockton Metropolitan Airport,SCK,Stockton Metropolitan Airport,"Stockton, California",United States,
"SSJ Sandnessjøen Airport, Stokka",SSJ,"Sandnessjøen Airport, Stokka",Sandnessjøen,Norway,
TMB Kendall-Tamiami Executive Airport,TMB,Kendall-Tamiami Executive Airport,"Miami, Florida",United States,
UYL Nyala Airport,UYL,Nyala Airport,"Nyala, South Darfur",Sudan,
WXN Wanzhou Wuqiao Airport,WXN,Wanzhou Wuqiao Airport,"Wanzhou, Chongqing",China,
YHS Sechelt Aerodrome,YHS,Sechelt Aerodrome,"Sechelt, British Columbia",Canada,
YWY Wrigley Airport,YWY,Wrigley Airport,"Wrigley, Northwest Territories",Canada,
XZO Oslo Central Station,XZO,Oslo Central Station,,Norway,
AKO Colorado Plains Regional Airport,AKO,Colorado Plains Regional Airport,"Akron, Colorado",United States,
AWE Alowe Airport,AWE,Alowe Airport,Alowe,Gabon,
BID Block Island State Airport,BID,Block Island State Airport,"Block Island, Rhode Island",United States,
BTI Barter Island LRRS Airport,BTI,Barter Island LRRS Airport,"Barter Island, Alaska",United States,
CER Cherbourg - Maupertus Airport,CER,Cherbourg - Maupertus Airport,Cherbourg,France,
CRC Santa Ana Airport,CRC,Santa Ana Airport,Cartago,Colombia,
DHI Dhangarhi Airport,DHI,Dhangarhi Airport,Dhangarhi,Nepal,
EGE Eagle County Regional Airport,EGE,Eagle County Regional Airport,"Eagle, Colorado",United States,
FFT Capital City Airport,FFT,Capital City Airport,"Frankfort, Kentucky",United States,
GHA Noumérat – Moufdi Zakaria Airport,GHA,Noumérat – Moufdi Zakaria Airport,Ghardaia,Algeria,
HAP Long Island Airport,HAP,Long Island Airport,"Long Island, Queensland",Australia,
HUV Hudiksvall Airport,HUV,Hudiksvall Airport,Hudiksvall,Sweden,
IUS Inus Airport,IUS,Inus Airport,Inus,Papua New Guinea,
KAI Kaieteur Airport,KAI,Kaieteur Airport,Kaieteur,Guyana,
KMT Kampot Airport,KMT,Kampot Airport,"Kampot, Kampot Province",Cambodia,
LAX Los Angeles International Airport,LAX,Los Angeles International Airport,"Los Angeles, California",United States,YES
LOM Francisco P.V. y R. Airport,LOM,Francisco P.V. y R. Airport,"Lagos de Moreno, Jalisco",Mexico,
MCS Monte Caseros Airport,MCS,Monte Caseros Airport,"Monte Caseros, Corrientes",Argentina,
MNQ Monto Airport,MNQ,Monto Airport,"Monto, Queensland",Australia,
MYT Pamti Airport,MYT,Pamti Airport,Myitkyina,Myanmar (Burma),
OGR Bongor Airport,OGR,Bongor Airport,Bongor,Chad,
PJC Dr.Augusto Roberto Fuster International Airport,PJC,Dr.Augusto Roberto Fuster International Airport,Pedro Juan Caballero,Paraguay,YES
QSF Ain Arnat Airport,QSF,Ain Arnat Airport,Setif,Algeria,
SCL Comodoro Arturo Merino Benítez International Airport,SCL,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,YES
SSN Seoul Air Base,SSN,Seoul Air Base,Seongnam,South Korea,
TMD Timbedra Airport,TMD,Timbedra Airport,Timbedra,Mauritania,
UZC Užice-Ponikve Airport,UZC,Užice-Ponikve Airport,Užice,Serbia,
WYB Yes Bay Lodge Seaplane Base,WYB,Yes Bay Lodge Seaplane Base,"Yes Bay, Alaska",United States,
YHT Haines Junction Airport,YHT,Haines Junction Airport,"Haines Junction, Yukon",Canada,
YXC Cranbrook/Canadian Rockies International Airport,YXC,Cranbrook/Canadian Rockies International Airport,"Cranbrook, British Columbia",Canada,YES
XZT Trondheim Central Station,XZT,Trondheim Central Station,,Norway,
AKP Anaktuvuk Pass Airport,AKP,Anaktuvuk Pass Airport,"Anaktuvuk Pass, Alaska",United States,
AWH Awareh Airport,AWH,Awareh Airport,Awareh,Ethiopia,
BIE Beatrice Municipal Airport,BIE,Beatrice Municipal Airport,"Beatrice, Nebraska",United States,
BTJ Sultan Iskandarmuda Airport,BTJ,Sultan Iskandarmuda Airport,Banda Aceh,Indonesia,
CES Cessnock Airport,CES,Cessnock Airport,"Cessnock, New South Wales",Australia,
CRD General Enrique Mosconi International Airport,CRD,General Enrique Mosconi International Airport,"Comodoro Rivadavia, Chubut",Argentina,YES
DHL Dhala Airport,DHL,Dhala Airport,Dhala,Yemen,
EGI Duke Field (Eglin Auxiliary Field 3),EGI,Duke Field (Eglin Auxiliary Field 3),"Crestview, Florida",United States,
FFU Futaleufu Airport,FFU,Futaleufu Airport,Futaleufu,Chile,
GHB Governor's Harbour Airport,GHB,Governor's Harbour Airport,"Governor's Harbour, Eleuthera",Bahamas,
HAQ Hanimaadhoo Airport,HAQ,Hanimaadhoo Airport,"Hanimaadhoo, Haa Dhaalu Atoll",Maldives,
HUX Huatulco International Airport,HUX,Huatulco International Airport,"Huatulco (Bahías de Huatulco), Oaxaca",Mexico,YES
IVA Ambanja Airport,IVA,Ambanja Airport,Ambanja,Madagascar,
KAJ Kajaani Airport,KAJ,Kajaani Airport,Kajaani,Finland,
KMU Kisimayu Airport,KMU,Kisimayu Airport,Kisimayu,Somalia,
LAY Ladysmith Airport,LAY,Ladysmith Airport,"Ladysmith, KwaZulu-Natal",South Africa,
LON All airports,LON,All airports,"London, England",United Kingdom,
MCT Muscat International Airport (formerly Seeb Airport),MCT,Muscat International Airport (formerly Seeb Airport),Muscat,Oman,YES
MNR Mongu Airport,MNR,Mongu Airport,"Mongu, Western Province",Zambia,
MYU Mekoryuk Airport,MYU,Mekoryuk Airport,"Mekoryuk, Alaska",United States,
OGS Ogdensburg International Airport,OGS,Ogdensburg International Airport,"Ogdensburg, New York",United States,YES
PJG Panjgur Airport,PJG,Panjgur Airport,Panjgur,Pakistan,
QSI Moshi Airport,QSI,Moshi Airport,Moshi,Tanzania,
SCM Scammon Bay Airport,SCM,Scammon Bay Airport,"Scammon Bay, Alaska",United States,
SSQ La Sarre Airport,SSQ,La Sarre Airport,"La Sarre, Quebec",Canada,
TME Gabriel Vargas Santos Airport,TME,Gabriel Vargas Santos Airport,"Tame, Arauca",Colombia,
UZR Urzhar Airport,UZR,Urzhar Airport,"Urzhar, East Kazakhstan Province",Kazakhstan,
WYE Yengema Airport,WYE,Yengema Airport,"Yengema, Kono District",Sierra Leone,
YHU Montréal/Saint-Hubert Airport,YHU,Montréal/Saint-Hubert Airport,"Saint-Hubert, Longueuil, Quebec",Canada,
YXE Saskatoon John G. Diefenbaker International Airport,YXE,Saskatoon John G. Diefenbaker International Airport,"Saskatoon, Saskatchewan",Canada,YES
XZV Gare de Toulon,XZV,Gare de Toulon,Toulon,France,
AKQ Gunung Batin Airport,AKQ,Gunung Batin Airport,Astraksetra,Indonesia,
AWK Wake Island Airfield,AWK,Wake Island Airfield,Wake Island,United States Minor Outlying Islands,
BIF Biggs Army Airfield,BIF,Biggs Army Airfield,"Fort Bliss, El Paso, Texas",United States,
BTK Bratsk Airport,BTK,Bratsk Airport,"Bratsk, Irkutsk Oblast",Russia,
CET Cholet Le Pontreau Airport,CET,Cholet Le Pontreau Airport,Cholet,France,
CRE Grand Strand Airport,CRE,Grand Strand Airport,"North Myrtle Beach, South Carolina",United States,
DHM Gaggal Airport,DHM,Gaggal Airport,"Kangra, Himachal Pradesh",India,
EGL Neghele Airport,EGL,Neghele Airport,Negele Boran,Ethiopia,
FGD Fderik Airport (F'dérik Airport),FGD,Fderik Airport (F'dérik Airport),Fderik,Mauritania,
GHC Great Harbour Cay Airport,GHC,Great Harbour Cay Airport,"Bullock Harbour, Berry Islands",Bahamas,
HAR Capital City Airport,HAR,Capital City Airport,"Harrisburg, Pennsylvania",United States,
HUY Humberside Airport,HUY,Humberside Airport,North Lincolnshire,United Kingdom,
IVC Invercargill Airport,IVC,Invercargill Airport,Invercargill,New Zealand,
KAK Kar Airport,KAK,Kar Airport,Kar,Papua New Guinea,
KMV Kalemyo Airport,KMV,Kalemyo Airport,Kalemyo,Myanmar (Burma),
LAZ Bom Jesus da Lapa Airport,LAZ,Bom Jesus da Lapa Airport,"Bom Jesus da Lapa, Bahia",Brazil,
LOO Laghouat Airport (L'Mekrareg Airport),LOO,Laghouat Airport (L'Mekrareg Airport),Laghouat,Algeria,
MCU Montluçon - Guéret Airport,MCU,Montluçon - Guéret Airport,Montluçon,France,
MNS Mansa Airport,MNS,Mansa Airport,"Mansa, Luapula Province",Zambia,
MYV Yuba County Airport,MYV,Yuba County Airport,"Marysville, California",United States,
OGZ Beslan Airport,OGZ,Beslan Airport,"Beslan / Vladikavkaz, North Ossetia–Alania",Russia,
PJM Puerto Jimenez Airport,PJM,Puerto Jimenez Airport,Puerto Jimenez,Costa Rica,
QSR Salerno Costa d'Amalfi Airport,QSR,Salerno Costa d'Amalfi Airport,Salerno,Italy,
SCN Saarbrücken Airport,SCN,Saarbrücken Airport,Saarbrücken,Germany,
SSR Sara Airport,SSR,Sara Airport,Sara,Vanuatu,
TMF Thimarafushi Airport,TMF,Thimarafushi Airport,"Thimarafushi, Thaa Atoll",Maldives,
UZU Curuzú Cuatiá Airport,UZU,Curuzú Cuatiá Airport,"Curuzú Cuatiá, Corrientes",Argentina,
WYS Yellowstone Airport,WYS,Yellowstone Airport,"West Yellowstone, Montana",United States,
YHY Hay River/Merlyn Carter Airport,YHY,Hay River/Merlyn Carter Airport,"Hay River, Northwest Territories",Canada,
YXF Snake River Airport,YXF,Snake River Airport,"Snake River, Yukon",Canada,
YBZ Toronto Union Station,YBZ,Toronto Union Station,Ontario,Canada,
AKR Akure Airport,AKR,Akure Airport,Akure,Nigeria,
AWM West Memphis Municipal Airport,AWM,West Memphis Municipal Airport,"West Memphis, Arkansas",United States,
BIG Allen Army Airfield,BIG,Allen Army Airfield,"Fort Greely, Delta Junction, Alaska",United States,
BTL W. K. Kellogg Airport,BTL,W. K. Kellogg Airport,"Battle Creek, Michigan",United States,
CEU Oconee County Regional Airport,CEU,Oconee County Regional Airport,"Clemson, South Carolina",United States,
